article_id,category_id,created_at_ts,words_count
16608,7,1507204095000,199
16609,7,1506930677000,191
16612,7,1506526682000,228
16616,7,1506965996000,173
16639,7,1507230516000,199
16731,7,1506631797000,209
16764,7,1507307203000,225
16784,7,1506345641000,128
16841,7,1507021623000,154
16861,7,1507112988000,128
17005,7,1507277102000,192
17080,7,1507455162000,189
17081,7,1503739429000,155
17330,7,1504695907000,127
18882,9,1483713625000,185
18883,9,1484053311000,274
19188,9,1507309082000,186
19350,9,1506967085000,202
19601,9,1505510508000,214
19603,9,1507242033000,150
19709,9,1506976017000,176
19716,9,1507065122000,147
19720,9,1507155567000,155
19725,9,1507242162000,147
19772,9,1507021753000,162
19783,9,1506973201000,225
19788,9,1506789491000,155
19854,9,1507392188000,209
19884,9,1507200654000,153
19964,9,1506984805000,166
20025,9,1507536414000,329
20045,9,1507544878000,187
20129,9,1507104812000,199
20147,9,1507031283000,197
20158,9,1505910104000,151
20197,9,1503488515000,233
20281,9,1507285597000,173
20292,9,1506966390000,205
20433,9,1506978012000,233
20434,9,1507033371000,248
20472,9,1507118643000,225
20553,9,1506956853000,174
20591,9,1507043035000,213
20594,9,1507277146000,188
20595,9,1507112980000,164
20625,9,1507199301000,194
20813,9,1507153429000,233
20822,9,1506943121000,213
21019,9,1507228737000,182
21244,9,1507548176000,144
21286,9,1507284824000,212
21290,9,1507114046000,211
21297,9,1507117149000,232
21347,9,1506972597000,257
21380,9,1507301479000,162
24764,15,1507012454000,224
24857,18,1506428324000,197
25325,25,1507202871000,156
25370,25,1506103062000,201
25371,25,1506937031000,169
25424,25,1507029865000,162
25780,26,1388175707000,232
25868,26,1394455224000,181
26474,26,1420196478000,169
26542,26,1423148991000,253
26970,26,1438876663000,207
27484,26,1450353480000,213
28570,26,1475689673000,1148
28705,26,1480498750000,214
28900,26,1482690785000,254
29100,26,1485522971000,172
29581,26,1490889714000,203
29693,26,1507064360000,235
29718,26,1507023167000,223
29730,26,1506943024000,145
29766,26,1507289478000,176
29788,26,1506844865000,322
29800,26,1507223233000,173
29828,26,1507062188000,182
29830,26,1506941274000,221
29840,26,1506975950000,269
29866,26,1507194270000,223
29868,26,1501628133000,184
29940,26,1506967617000,203
29945,26,1507016844000,172
29953,26,1507633764000,175
29994,26,1507055632000,206
30003,26,1506953056000,171
30011,26,1504637856000,207
30064,26,1507323931000,171
30068,26,1505807021000,162
30074,26,1507041497000,178
30080,26,1506970543000,328
30086,26,1506977139000,188
30089,26,1506982210000,356
30090,26,1506949045000,198
30108,26,1507117826000,168
30125,26,1507100218000,170
30204,26,1505591376000,170
30207,26,1501608295000,240
30250,26,1507218826000,225
30252,26,1506858343000,215
30360,26,1507399195000,185
30377,26,1507026518000,55
30402,26,1507018906000,171
30420,26,1507482819000,173
30446,26,1507395152000,191
30460,26,1507113554000,191
30536,26,1507111906000,145
30548,26,1507145422000,184
30560,26,1496702179000,146
30576,26,1506966813000,233
30611,26,1507532292000,288
30700,26,1507225072000,259
30730,26,1507371864000,211
30733,26,1507137230000,204
30756,26,1507290407000,217
30795,26,1507186567000,183
30820,26,1507115345000,156
30842,26,1506528583000,140
30848,26,1502312340000,164
30855,26,1507299018000,174
30876,26,1505861311000,189
30931,26,1507271084000,156
30961,26,1505323397000,211
31005,26,1507455811000,145
31023,26,1506955920000,160
31031,26,1507476477000,149
31059,26,1507188449000,215
31097,26,1507213394000,258
31113,26,1507024989000,134
31118,26,1506984507000,249
31202,26,1507057878000,221
31267,26,1506931726000,192
31286,26,1507046295000,195
31312,26,1507546727000,213
31327,26,1507231256000,238
31349,26,1506950894000,152
31353,26,1507031809000,157
31370,26,1507051616000,284
31441,26,1507028398000,165
31462,26,1507053599000,288
31475,26,1506407699000,222
31488,26,1507548492000,200
31493,26,1506592858000,295
31496,26,1507413111000,167
31520,26,1507466283000,214
31605,26,1507226846000,217
31610,26,1507282907000,173
31617,26,1506955340000,194
31666,26,1507311013000,174
31677,26,1506851373000,219
31693,26,1507479717000,173
31697,26,1507231022000,249
31707,26,1507280621000,219
31712,26,1496696970000,147
31737,26,1506968335000,248
31751,26,1506965118000,256
31813,26,1507314881000,217
31829,26,1507488688000,195
31832,26,1507026912000,214
31836,26,1507553479000,175
31910,26,1507539398000,191
31911,26,1507033795000,201
31957,26,1507104210000,212
31960,26,1506980122000,170
31968,26,1507463872000,214
32001,26,1507543126000,188
32085,26,1507131270000,208
32107,26,1507278728000,188
32129,26,1503999426000,215
32157,26,1507391969000,242
32160,26,1507403394000,224
32170,26,1507125577000,183
32200,26,1507035646000,172
32202,26,1507385551000,167
32206,26,1504079997000,173
32240,26,1507135479000,223
32271,26,1507486857000,186
32326,26,1507059979000,204
32446,26,1491417680000,230
32453,26,1505563622000,187
32454,26,1507196167000,184
32459,26,1506947125000,223
32486,26,1506927477000,223
32489,26,1507238009000,248
32495,26,1506972954000,206
32510,26,1507119977000,161
32544,26,1507245649000,194
32578,26,1507020956000,192
32652,26,1507121915000,198
32714,26,1506970537000,223
32736,26,1507200779000,217
32750,26,1507133077000,259
32757,26,1507145770000,160
32761,26,1507305803000,254
32930,29,1507195621000,150
32932,29,1507204764000,141
33121,32,1393059601000,216
33149,32,1419055201000,149
33170,32,1434780001000,168
33188,32,1448690402000,197
33274,36,1507543033000,209
33291,36,1433845902000,108
33333,36,1506943576000,104
33463,36,1507010401000,141
33549,41,1493807067000,147
33583,43,1506844940000,292
33627,43,1369846665000,209
33732,43,1374231377000,226
33907,43,1384857059000,301
34139,43,1396348318000,213
34164,43,1400235938000,176
34187,43,1400840832000,235
34277,43,1407148595000,257
34305,43,1411727148000,221
34319,43,1410949935000,247
34419,43,1417521228000,193
34446,43,1422630764000,144
34507,43,1424432715000,110
34660,43,1431600217000,136
34711,43,1435574705000,130
34879,43,1443695999000,146
35452,43,1468871423000,223
35738,43,1507150359000,199
35784,43,1506340857000,183
35899,43,1506523336000,211
35906,43,1507287432000,198
35908,43,1506422914000,147
35999,43,1505826020000,226
36026,43,1506412022000,334
36053,43,1494326539000,146
36080,43,1507128377000,220
36129,43,1506522709000,191
36160,43,1507200377000,163
36161,43,1506682115000,151
36208,43,1507027408000,166
36230,43,1506336451000,161
36282,43,1506847818000,198
36292,43,1506703594000,153
36294,43,1505731807000,112
36296,43,1505486154000,248
36329,43,1506509705000,159
36348,43,1506523968000,191
36349,43,1506416443000,212
36392,43,1506670545000,217
36394,43,1507209198000,224
36400,43,1507114017000,164
36505,43,1504207857000,196
36587,43,1506674223000,168
36605,43,1506941488000,157
36622,43,1507039828000,178
36675,43,1507544324000,195
36685,43,1507141721000,206
36855,43,1506610862000,192
36887,43,1493045904000,137
36898,43,1507269662000,203
37052,48,1377949760000,169
37240,48,1404292254000,143
37555,48,1438845806000,115
37623,48,1444031934000,150
37633,48,1445501973000,121
38004,48,1475569861000,114
38080,48,1481791508000,121
38451,48,1507275152000,145
38627,51,1507186220000,382
38708,56,1489514762000,406
38777,60,1502344803000,185
38799,60,1493276401000,191
38809,60,1497862396000,142
38823,60,1504598401000,262
38835,60,1506416465000,112
39427,66,1408689195000,146
39479,66,1420562598000,220
39608,66,1447758496000,211
39612,66,1447681744000,136
39613,66,1448271231000,190
39638,66,1449776767000,201
39639,66,1451328982000,205
39657,66,1454339594000,241
39675,66,1461151749000,215
39707,66,1467385179000,177
39760,66,1479747924000,163
39763,66,1479740280000,177
39787,66,1484827400000,201
39789,66,1485241202000,203
39825,66,1506492542000,245
39837,66,1503492617000,212
39857,66,1506962176000,208
39859,66,1506596465000,271
39887,66,1499752862000,181
39918,66,1499324464000,233
39967,67,1344881527000,164
40022,67,1372323286000,701
40026,67,1372257628000,258
40066,67,1373371996000,199
40710,67,1420015663000,187
40857,67,1430317243000,253
40934,67,1434006003000,247
41049,67,1439877601000,142
41089,67,1439489222000,179
41197,67,1448884709000,161
41242,67,1449843218000,235
41319,67,1453720773000,289
41394,67,1454605580000,170
41429,67,1457964318000,178
41452,67,1457676008000,178
41506,67,1462008188000,128
41512,67,1462008272000,132
41540,67,1462007809000,308
41559,67,1464000728000,191
41566,67,1462950002000,180
41602,67,1466150405000,201
41612,67,1465547150000,229
41621,67,1467053889000,172
41676,67,1468321790000,263
41690,67,1468944002000,210
41721,67,1470228543000,209
41805,67,1473236785000,274
41828,67,1476806760000,196
41853,67,1476371172000,279
41904,67,1480327014000,227
41915,67,1481702402000,179
41995,67,1483696802000,141
42004,67,1485500402000,190
42034,67,1484726402000,180
42035,67,1484642017000,236
42037,67,1483530192000,132
42061,67,1507186866000,258
42112,67,1507316450000,196
42163,67,1490169617000,157
42164,67,1506941646000,148
42171,67,1499676479000,128
42179,67,1487052056000,217
42186,67,1503930287000,194
42189,67,1505830341000,158
42194,67,1495531646000,214
42210,67,1506005515000,259
42223,67,1507648195000,186
42224,67,1507317249000,156
42225,67,1501221657000,265
42242,67,1507287003000,253
42249,67,1506690050000,282
42264,67,1489582584000,195
42285,67,1490611622000,232
42290,67,1507216501000,282
42291,67,1506449378000,208
42298,67,1507563443000,191
42315,67,1506587735000,197
42329,67,1507207645000,377
42336,67,1496188811000,8
42371,67,1506502623000,233
42384,67,1500940857000,192
42392,67,1487921598000,187
42404,67,1506026910000,190
42422,67,1506951432000,220
42426,67,1493716792000,216
42431,67,1503677532000,183
42434,67,1507149576000,176
42437,67,1507044088000,258
42439,67,1499437763000,224
42471,67,1506076968000,197
42472,67,1503909956000,220
42485,67,1506499260000,178
42492,67,1506940006000,131
42510,67,1506082396000,171
42530,67,1507219532000,206
42543,67,1488391425000,151
42545,67,1487756189000,138
42551,67,1502095247000,162
42552,67,1494313218000,170
42560,67,1491066077000,219
42564,67,1502972343000,244
42572,67,1493219852000,150
42612,67,1507365519000,156
42622,67,1467836489000,185
42630,67,1506956940000,249
42632,67,1491413288000,136
42649,67,1495017038000,187
42656,67,1506758463000,249
42657,67,1488295490000,269
42671,67,1505890861000,150
42681,67,1507541748000,224
42689,67,1507033232000,183
42693,67,1507035643000,290
42706,67,1506676913000,266
42727,67,1507202666000,212
42729,67,1501605843000,181
42736,67,1494936014000,303
42737,67,1507107781000,182
42739,67,1499176773000,146
42757,67,1502193241000,171
42761,67,1501758059000,252
42763,67,1487086212000,226
42780,67,1506506122000,223
42787,67,1507280005000,256
42804,67,1502303148000,178
42807,67,1486969255000,231
42808,67,1507548335000,265
42835,67,1494495479000,112
42851,67,1506353957000,181
42873,67,1504346460000,113
42875,67,1485970631000,127
42883,67,1507100466000,121
42888,67,1507370463000,228
42919,67,1507029180000,150
42925,67,1507058339000,236
42937,67,1505129074000,232
42959,67,1506367743000,212
42985,67,1507543856000,238
43002,67,1505983473000,267
43022,68,1391789483000,197
43032,68,1402293601000,148
43033,68,1405926002000,148
43034,68,1404716404000,113
43035,68,1407135601000,157
43076,71,1505391050000,78
43077,71,1505198452000,369
43079,71,1505305279000,204
44563,84,1506620674000,272
44796,84,1507290919000,288
44807,84,1507025421000,257
44852,89,1438687019000,101
45772,92,1436255839000,176
45809,92,1438754402000,168
46584,92,1469723307000,257
46665,92,1472136871000,342
47171,92,1484069775000,222
47564,92,1488619489000,167
47663,92,1507223206000,293
47696,92,1506940158000,159
47703,92,1502173065000,179
47718,92,1507549411000,158
47723,92,1507481516000,111
47760,92,1507194727000,197
47767,92,1507036897000,174
47773,92,1507012959000,233
47786,92,1507012665000,246
47803,92,1492779118000,210
47807,92,1507036528000,132
47825,92,1506861479000,131
47830,92,1507030561000,110
47860,92,1507028434000,225
47864,92,1507364517000,265
47874,92,1506967115000,225
47912,92,1507110481000,136
47915,92,1507131997000,185
47925,92,1507471428000,173
47959,92,1505498593000,201
47960,92,1506705502000,238
47974,92,1507118323000,142
47979,92,1507116947000,158
47999,92,1506947825000,184
48017,92,1507312057000,215
48063,92,1506832705000,294
48064,92,1507217118000,244
48145,92,1507041005000,190
48194,92,1507289995000,141
48197,92,1507278969000,225
48214,92,1507534136000,119
48248,92,1507377937000,160
48312,92,1507229244000,108
48372,92,1507314648000,254
48374,92,1507126575000,215
48392,92,1507129253000,182
48396,92,1506831909000,165
48403,92,1507563541000,265
48465,92,1507183269000,201
48466,92,1507150569000,218
48482,92,1507028733000,176
48500,92,1507286064000,140
48520,92,1507063720000,205
48586,92,1507291533000,226
48590,92,1507273266000,171
48605,92,1507206520000,197
48610,92,1507028279000,246
48644,92,1507268883000,176
48647,92,1507399143000,265
48684,92,1507104812000,175
48725,92,1507142351000,231
48739,92,1507108513000,177
48758,92,1507016387000,124
48761,92,1493834920000,159
48786,92,1506955707000,274
48810,92,1507227773000,160
48852,92,1506970046000,260
48861,92,1507478863000,158
48878,92,1507532837000,161
48904,92,1498380333000,141
48935,92,1502102178000,236
48945,92,1506690694000,173
48962,92,1507220785000,191
48972,92,1506928722000,208
48975,92,1507019858000,143
48978,92,1507370017000,201
48993,92,1507332701000,170
49012,92,1506948913000,217
49025,92,1506961862000,214
49030,92,1499696820000,176
49033,92,1507188175000,134
49101,92,1507269673000,220
49204,97,1507292223000,160
49230,97,1506711542000,195
49804,99,1419190285000,304
49809,99,1418360401000,259
50383,99,1506545237000,204
50385,99,1507213617000,205
50392,99,1506686690000,175
50568,99,1506864416000,210
50573,99,1499059861000,220
50619,99,1506684791000,187
50626,99,1506956654000,197
50713,99,1475476588000,164
50715,99,1507099727000,170
50815,99,1506709097000,248
50823,99,1507013614000,213
50864,99,1506926202000,202
50878,99,1480578591000,193
50898,101,1490426277000,41
51017,102,1473498187000,292
51259,102,1507360696000,88
51611,104,1373437801000,107
51624,104,1376546402000,199
51940,104,1402038001000,298
51989,104,1410244993000,110
54511,118,1396549446000,193
54707,118,1409749857000,148
54940,118,1421782444000,186
54958,118,1422191893000,173
55115,118,1425906086000,150
55590,118,1440145084000,180
55761,118,1444372201000,267
55999,118,1450295110000,141
56807,118,1467611402000,216
57003,118,1470743620000,206
57017,118,1474954802000,175
57305,118,1478238602000,263
57380,118,1479713231000,184
57424,118,1507536526000,215
57428,118,1507458318000,240
57471,118,1507293127000,531
57474,118,1507321099000,181
57490,118,1507208157000,142
57529,118,1507115592000,203
57563,118,1507275348000,176
57593,118,1500644769000,153
57607,118,1506972414000,204
57615,118,1507316039000,168
57623,118,1507226816000,164
57644,118,1507399452000,141
57651,118,1507266657000,202
57667,118,1507536403000,164
57740,118,1507356058000,183
57771,118,1507479738000,154
57779,118,1507093857000,179
57780,118,1507466817000,203
57786,118,1507472365000,170
57826,118,1507404052000,156
57850,118,1506785489000,167
57863,118,1506490257000,204
57885,118,1506116469000,174
57887,118,1506751857000,166
57888,118,1504332059000,203
57889,118,1503961992000,199
57936,118,1507377808000,210
57944,118,1506071853000,181
57945,118,1506006041000,197
57982,118,1507194084000,192
58033,118,1504093373000,129
58095,118,1507143241000,203
58096,118,1506935988000,179
58136,118,1507216958000,171
58180,118,1507525214000,193
58193,118,1507052481000,196
58242,118,1507094457000,165
58311,118,1507183702000,143
58337,118,1506949327000,215
58344,118,1507026575000,193
58390,118,1507197857000,206
58395,118,1507303066000,220
58434,118,1507015557000,176
58437,118,1505942939000,177
58445,118,1506336137000,191
58478,118,1506781478000,125
58545,118,1503404415000,241
58552,118,1507236478000,146
58565,118,1507631740000,231
58606,118,1507093257000,207
58628,118,1506882151000,206
58637,118,1507224095000,185
58643,118,1506969822000,192
58664,118,1507232155000,247
58689,118,1507006863000,216
58694,118,1507146680000,225
58697,118,1507374112000,183
58699,118,1507144275000,244
58708,118,1506502140000,201
58710,118,1507395325000,190
58769,118,1507057384000,220
58771,118,1507126741000,247
58800,118,1506539310000,215
58837,118,1507559247000,191
58882,118,1507134637000,175
58891,118,1507292390000,229
58895,118,1485339507000,195
58918,118,1507026275000,164
58974,118,1507389426000,184
59011,118,1507452777000,162
59034,118,1506870733000,174
59045,118,1507006881000,157
59053,118,1502607661000,208
59057,118,1507547445000,191
59063,118,1506499063000,208
59064,118,1500357651000,178
59131,118,1507533678000,134
59145,118,1483452362000,170
59160,118,1505976057000,212
59176,118,1506801533000,179
59210,118,1505832070000,163
59228,118,1507286266000,221
59332,118,1496990972000,202
59344,118,1488138470000,225
59353,118,1484229740000,165
59383,118,1507356657000,278
59392,118,1506257663000,203
59408,118,1507056680000,208
59431,118,1506774441000,241
59436,118,1507060436000,243
59467,118,1507104061000,182
59485,118,1507043594000,180
59498,118,1485059447000,204
59499,118,1506968163000,189
59550,118,1494875472000,185
59568,118,1507284111000,163
59582,118,1506942211000,180
59590,118,1507547495000,155
59608,118,1507187389000,153
59620,118,1484028259000,151
59640,118,1482957954000,202
59660,118,1507017663000,120
59673,118,1506977248000,153
59690,118,1507205439000,193
59704,118,1506837657000,193
59722,120,1507179657000,177
59730,120,1506966550000,226
59742,122,1507398211000,189
59748,123,1492846338000,159
59758,123,1506866445000,213
59780,123,1495371877000,217
59782,123,1506762302000,225
59829,123,1507014062000,173
59854,123,1507054876000,167
59856,123,1498568766000,139
59863,123,1507130512000,227
59867,123,1502521266000,189
59924,125,1506969349000,117
60010,125,1505634876000,41
60011,125,1506241812000,41
60012,125,1506849634000,41
60237,125,1507452991000,168
60242,125,1507453222000,144
60252,125,1507455830000,166
60253,125,1506847802000,137
60254,125,1506849023000,105
60258,125,1506847202000,121
60465,125,1380445203000,129
61169,125,1506754858000,179
61194,125,1506947911000,179
61213,125,1507127935000,222
61375,126,1507283707000,154
61382,126,1507127414000,167
61387,126,1506942136000,173
61393,126,1507025803000,134
61409,126,1505982601000,41
61481,126,1507305436000,70
61486,126,1507105801000,152
61504,126,1497256201000,187
61521,126,1507278601000,159
61560,126,1507537801000,164
61586,126,1506673801000,170
61593,126,1507192201000,48
61611,126,1506993795000,57
61626,126,1495182601000,64
61685,126,1491035401000,139
61749,126,1507050142000,156
61790,126,1507012945000,156
61803,126,1507296859000,150
61809,126,1507139157000,133
61885,127,1461654463000,129
61912,127,1502780401000,130
61937,127,1507016316000,168
61938,127,1505804931000,172
62107,127,1462341601000,235
62208,127,1470308369000,176
62348,127,1500543812000,113
62392,127,1507190877000,279
62434,127,1507446063000,192
62438,127,1506841264000,214
62445,127,1506924068000,190
62463,127,1507553950000,157
62464,127,1507197002000,165
62484,127,1503644472000,157
62499,127,1507269673000,159
62526,127,1497950520000,134
62541,127,1497420047000,80
62558,127,1498479701000,10
62567,127,1507528867000,194
62599,127,1506513797000,145
62603,127,1505297006000,247
62608,127,1500281049000,205
62615,127,1486625296000,125
62666,127,1498809780000,203
62669,127,1506229258000,242
62672,127,1507107064000,114
62675,127,1506678578000,160
62676,127,1505988038000,151
62701,127,1507100472000,137
62702,127,1507311502000,195
62714,127,1500015668000,193
62726,127,1497265943000,99
62737,127,1505203217000,242
62748,127,1504687004000,171
62751,127,1505904847000,127
62764,127,1507114639000,214
62769,127,1507017661000,159
62875,130,1418720805000,219
63077,132,1428559201000,183
63086,132,1430114401000,140
63162,132,1457078404000,192
63281,132,1505468367000,135
63294,132,1507199430000,139
63296,132,1504694300000,127
63297,132,1502168459000,122
63307,132,1507528868000,160
63344,132,1490684414000,296
63345,132,1492498822000,322
63536,133,1459444538000,149
63646,133,1507537837000,192
63657,133,1507027182000,237
63658,133,1507113288000,192
63659,133,1507198528000,198
63660,133,1507286002000,226
63683,133,1506680497000,219
63685,133,1505150962000,120
63688,133,1506939772000,253
63736,133,1507021979000,153
63737,133,1507281959000,131
63772,133,1507109990000,140
63789,133,1480580321000,260
63816,133,1506932911000,176
63839,133,1506328221000,172
64000,134,1416242886000,242
64329,134,1506970055000,199
64346,134,1507531808000,200
64352,134,1507142190000,175
64409,134,1507628685000,268
64418,134,1506964864000,221
65081,135,1465394185000,218
65115,135,1467399367000,201
65148,135,1469645714000,166
65339,135,1507096865000,243
65368,135,1506942268000,229
65373,135,1507012257000,313
65383,135,1507209265000,276
65399,135,1507366864000,206
65413,135,1507033877000,231
65415,135,1506943865000,234
65422,135,1507028710000,264
65460,135,1507148505000,232
65468,135,1507210841000,263
65487,135,1507122948000,254
65495,135,1507034221000,205
65574,135,1507019075000,183
65579,135,1507310178000,276
65588,135,1507123841000,284
65623,135,1506635483000,420
65736,135,1487325286000,189
65753,135,1506961097000,297
65784,135,1507199666000,191
65794,135,1506951860000,175
65828,135,1507130046000,224
65829,135,1507041261000,197
65831,135,1507020626000,297
65879,135,1497938437000,206
65908,135,1506973382000,283
65953,135,1504030133000,215
65964,135,1506975723000,254
65988,135,1507196885000,182
66003,135,1500473455000,171
66017,135,1502741555000,236
66033,135,1486015624000,281
66034,135,1493280512000,244
66049,135,1493969475000,272
66059,135,1507301425000,161
66077,135,1507308012000,157
66091,135,1507048777000,191
66114,135,1504856574000,201
66146,135,1507186863000,233
66157,135,1506009774000,218
66170,135,1507115984000,184
66177,135,1505673745000,198
66206,135,1506934998000,247
66236,135,1507106957000,234
66275,135,1507196116000,262
66308,135,1506015485000,225
66318,135,1507134099000,203
66346,135,1507033282000,241
66347,135,1506975365000,178
66349,135,1506950958000,257
66367,135,1505289415000,258
66381,135,1507110657000,188
66382,135,1503730862000,157
66390,135,1507107559000,237
66413,135,1507128284000,296
66421,135,1506953082000,224
66452,135,1507034846000,301
66483,136,1503637257000,247
66800,136,1401256802000,168
66921,136,1412341221000,241
67021,136,1421325205000,167
67419,136,1443466681000,322
67542,136,1443715920000,224
67552,136,1445493604000,158
67594,136,1447408804000,181
67602,136,1446667898000,167
67625,136,1447927416000,196
67641,136,1450432802000,163
68206,136,1467608406000,172
68308,136,1470135328000,173
68398,136,1472888168000,223
68428,136,1477909996000,200
68577,136,1478273260000,227
68668,136,1496334790000,206
68695,136,1498121826000,246
68743,136,1506702131000,217
68789,136,1487585397000,164
68802,136,1507120347000,181
68817,136,1507112216000,171
68887,136,1506956428000,217
68922,136,1506688028000,219
68924,136,1507442409000,243
68945,136,1505203882000,209
69014,136,1506613619000,279
69171,136,1505847517000,249
69219,136,1502437660000,206
69242,136,1501580751000,189
69314,136,1506597625000,245
69325,136,1507212265000,332
69327,136,1494351065000,194
69331,136,1506944422000,242
69377,136,1507220018000,184
69433,136,1507463157000,266
69481,136,1506702005000,218
69484,136,1507207729000,256
69538,136,1488612050000,144
69553,136,1491117396000,167
