user_id,article_id,timestamp,environment,region
199981,224658,1507034967756,4,24
199981,64329,1507035068810,4,24
199981,202557,1507035155424,4,24
199981,298310,1507035286355,4,24
199981,225463,1507035404341,4,24
199981,70755,1507035725593,4,24
199981,225055,1507036151381,4,24
199981,207024,1507036315679,4,24
199981,39857,1507036345679,4,24
199980,336476,1507031377354,4,25
199980,199198,1507031407354,4,25
199979,348111,1507030290248,4,8
199979,199198,1507031116943,4,8
199979,96077,1507031146943,4,8
199978,348111,1507029792107,4,24
199978,299697,1507029822107,4,24
199977,175040,1507035502039,4,8
199977,156560,1507041498823,4,8
199977,182513,1507041528823,4,8
199976,284547,1507046967620,4,13
199976,129029,1507046997620,4,13
199975,336476,1507030766699,4,25
199975,272143,1507030796699,4,25
199974,50823,1507030118107,4,16
199974,224171,1507030268713,4,16
199974,162655,1507030477270,4,16
199974,65373,1507031014976,4,16
199974,156560,1507031044976,4,16
199973,156624,1507029587080,4,16
199973,158229,1507029591819,4,16
199973,160417,1507029621819,4,16
199972,313431,1507052104467,4,5
199972,199197,1507052216371,4,5
199972,271551,1507052246371,4,5
199971,156560,1507029637160,4,7
199971,160894,1507029667160,4,7
199970,70755,1507029570910,4,24
199970,67542,1507029600910,4,24
199969,156624,1507031083405,4,25
199969,182513,1507031113405,4,25
199968,160417,1507029586033,4,25
199968,207122,1507029616033,4,25
199967,156624,1507029580386,4,21
199967,272143,1507030564276,4,21
199967,96077,1507030843110,4,21
199967,284474,1507030873110,4,21
199966,36605,1507029670891,4,17
199966,199198,1507029700891,4,17
199965,348111,1507029843348,4,25
199965,175040,1507030614876,4,25
199965,64329,1507030644876,4,25
199964,199198,1507029735751,4,27
199964,272143,1507029765751,4,27
199963,272143,1507029783117,4,10
199963,199198,1507029813117,4,10
199962,272143,1507029652091,4,25
199962,162655,1507029682091,4,25
199961,64329,1507030380524,4,20
199961,199198,1507030488519,4,20
199961,265993,1507030518519,4,20
199960,182513,1507032032487,4,13
199960,199198,1507032062487,4,13
199959,283123,1507029589145,4,25
199959,286336,1507029619145,4,25
199958,70755,1507031282417,4,10
199958,111809,1507031312417,4,10
199957,156624,1507029601180,4,25
199957,156447,1507029631180,4,25
199956,272143,1507029714599,4,24
199956,156560,1507030970106,4,24
199956,50823,1507031000106,4,24
199955,233917,1507035772713,4,21
199955,272143,1507039745170,4,21
199955,235440,1507058383166,4,21
199955,206168,1507059667902,4,21
199955,70646,1507061041096,4,21
199955,338350,1507061071096,4,21
199954,348111,1507031013679,4,5
199954,272143,1507031294835,4,5
199954,32459,1507031324835,4,5
199953,169111,1507029596200,4,14
199953,198659,1507029626200,4,14
199952,272143,1507030674359,4,25
199952,336476,1507039939058,4,25
199952,285298,1507039969058,4,25
199951,156624,1507030687194,4,28
199951,160417,1507030701275,4,28
199951,272143,1507030731275,4,28
199950,182513,1507029999506,4,16
199950,272143,1507030397028,4,16
199950,199198,1507030427028,4,16
199949,50823,1507029681331,4,28
199949,50864,1507029711331,4,28
199948,156624,1507038684633,4,2
199948,199197,1507051998599,4,2
199948,272143,1507052028599,4,2
199947,299697,1507030652536,4,25
199947,348111,1507030682536,4,25
199946,299697,1507029935719,4,25
199946,272143,1507030170664,4,25
199946,175040,1507030200664,4,25
199945,156624,1507030010661,4,25
199945,158229,1507030040661,4,25
199944,348111,1507029768547,4,25
199944,336476,1507029798547,4,25
199943,50823,1507029639296,4,24
199943,272143,1507029669296,4,24
199942,336476,1507043328567,4,21
199942,199197,1507043933349,4,21
199942,285298,1507043963349,4,21
199941,64329,1507030183730,4,25
199941,272143,1507030213730,4,25
199940,199198,1507031213884,4,25
199940,272143,1507031227991,4,25
199940,336476,1507031257991,4,25
199939,64329,1507030084265,4,5
199939,199198,1507030114265,4,5
199938,156624,1507029627452,4,5
199938,162655,1507029664136,4,5
199938,107039,1507029694136,4,5
199937,235230,1507043385077,4,13
199937,199197,1507050445185,4,13
199937,137638,1507055602040,4,13
199937,285342,1507062527671,4,13
199937,158192,1507062557671,4,13
199936,272143,1507029810771,4,25
199936,162655,1507029840771,4,25
199935,199198,1507030783076,4,25
199935,272143,1507030813076,4,25
199934,272143,1507029679308,4,21
199934,233917,1507029709308,4,21
199933,156624,1507029647927,4,25
199933,156560,1507030470548,4,25
199933,338350,1507030500548,4,25
199932,272143,1507029742015,4,21
199932,299697,1507029772015,4,21
199931,284474,1507029960863,4,25
199931,275189,1507029990863,4,25
199930,272143,1507029860646,4,15
199930,182513,1507029861659,4,15
199930,156624,1507029891659,4,15
199929,156624,1507031150593,4,21
199929,156447,1507031254965,4,21
199929,158536,1507031284965,4,21
199928,233917,1507029877665,4,21
199928,64329,1507029907665,4,21
199927,7694,1507029723503,4,2
199927,272143,1507030070469,4,2
199927,198659,1507030100469,4,2
199926,348111,1507031248737,4,21
199926,272143,1507031437589,4,21
199926,348134,1507031467589,4,21
199925,284474,1507029716683,4,8
199925,272143,1507029746683,4,8
199924,175040,1507029980882,4,25
199924,272143,1507030027244,4,25
199924,198659,1507030057244,4,25
199923,36605,1507029750551,4,25
199923,199198,1507029780551,4,25
199922,272143,1507029797738,4,17
199922,198659,1507029854775,4,17
199922,13811,1507029947828,4,17
199922,195804,1507030120216,4,17
199922,199198,1507030150216,4,17
199921,208077,1507029731561,4,18
199921,207540,1507029761561,4,18
199920,5408,1507029661705,4,13
199920,272143,1507029691705,4,13
199919,324823,1507029915118,4,8
199919,272143,1507029945118,4,8
199918,298310,1507030175396,4,24
199918,300470,1507030205396,4,24
199917,156624,1507031031012,4,16
199917,199198,1507031248578,4,16
199917,156447,1507031278578,4,16
199916,272143,1507030208119,4,24
199916,199198,1507030238119,4,24
199915,156624,1507029653496,4,28
199915,272143,1507029683496,4,28
199914,175040,1507030743751,4,12
199914,182513,1507031052992,4,12
199914,336476,1507031082992,4,12
199913,272143,1507029740718,4,25
199913,284474,1507029770718,4,25
199912,272934,1507033735624,4,20
199912,272143,1507033765624,4,20
199911,156624,1507029679366,4,13
199911,348111,1507029709366,4,13
199910,64329,1507029892981,4,25
199910,175040,1507029922981,4,25
199909,156624,1507029680192,4,28
199909,64329,1507030369033,4,28
199909,272143,1507030399033,4,28
199908,336476,1507035637821,4,25
199908,272143,1507035646414,4,25
199908,198659,1507035703152,4,25
199908,199198,1507035733152,4,25
199907,286420,1507033319778,4,25
199907,336476,1507033349778,4,25
199906,160417,1507030182738,4,20
199906,162655,1507030212738,4,20
199905,338350,1507029725778,4,25
199905,62675,1507029755778,4,25
199904,355382,1507029695520,4,25
199904,202557,1507029725520,4,25
199903,156624,1507029743061,4,26
199903,50823,1507029778924,4,26
199903,284474,1507029887899,4,26
199903,64329,1507030008795,4,26
199903,175040,1507030013928,4,26
199903,272143,1507030043928,4,26
199902,156624,1507034334010,4,28
199902,64329,1507038844809,4,28
199902,272143,1507038909792,4,28
199902,156560,1507038939792,4,28
199901,233917,1507029681562,4,8
199901,156624,1507030224822,4,8
199901,156560,1507030254822,4,8
199900,96077,1507030385264,4,21
199900,298310,1507030415264,4,21
199899,156624,1507030186766,4,13
199899,64329,1507031919140,4,13
199899,175040,1507031927490,4,13
199899,156560,1507031957490,4,13
199898,336476,1507031369668,4,13
199898,284547,1507031399668,4,13
199897,162655,1507029703844,4,21
199897,272143,1507029733844,4,21
199896,285343,1507029816002,4,25
199896,288841,1507029846002,4,25
199895,182513,1507033657669,4,16
199895,272143,1507033687669,4,16
199894,156624,1507029692749,4,25
199894,284474,1507029738955,4,25
199894,348111,1507029768955,4,25
199893,233854,1507030927074,4,21
199893,5408,1507030960393,4,21
199893,272143,1507031207674,4,21
199893,199198,1507031277129,4,21
199893,73500,1507031702983,4,21
199893,73413,1507031732983,4,21
199892,156624,1507029776918,4,2
199892,285343,1507029806918,4,2
199891,285648,1507029739986,4,25
199891,272143,1507030126340,4,25
199891,198659,1507030214525,4,25
199891,199198,1507030364769,4,25
199891,182394,1507030394769,4,25
199890,348111,1507030061617,4,13
199890,136075,1507030091617,4,13
199889,64329,1507029841234,4,8
199889,175040,1507029857270,4,8
199889,272143,1507029886163,4,8
199889,199198,1507029916163,4,8
199888,336476,1507029865150,4,25
199888,348111,1507029895150,4,25
199887,175040,1507029913037,4,25
199887,336476,1507029943037,4,25
199886,336476,1507030006147,4,13
199886,272143,1507030036147,4,13
199885,50823,1507030032958,4,13
199885,61938,1507030062958,4,13
199884,272143,1507029878287,4,13
199884,348111,1507029969908,4,13
199884,136075,1507029999908,4,13
199883,156624,1507029721572,4,2
199883,96077,1507029751572,4,2
199882,160417,1507029752511,4,13
199882,62748,1507029782511,4,13
199881,48758,1507029736537,4,18
199881,47960,1507029766537,4,18
199880,233917,1507030716812,4,21
199880,175040,1507031374503,4,21
199880,156560,1507040915605,4,21
199880,199197,1507040945605,4,21
199879,140324,1507029761188,4,13
199879,129364,1507029791188,4,13
199878,336476,1507034330596,4,21
199878,70646,1507046722983,4,21
199878,199197,1507046752983,4,21
199877,233917,1507030152973,4,21
199877,237464,1507030232839,4,21
199877,198659,1507030252445,4,21
199877,118753,1507030316913,4,21
199877,199198,1507031679762,4,21
199877,182394,1507031709762,4,21
199876,156624,1507029764461,4,18
199876,272143,1507029794461,4,18
199875,156624,1507029709317,4,9
199875,156560,1507029931228,4,9
199875,160146,1507029961228,4,9
199874,285648,1507030020167,4,21
199874,166430,1507030050167,4,21
199873,336476,1507031079075,4,25
199873,284474,1507033092852,4,25
199873,348111,1507040716193,4,25
199873,336801,1507040746193,4,25
199872,199198,1507030897019,4,13
199872,272143,1507031424031,4,13
199872,199078,1507032121826,4,13
199872,36605,1507032151826,4,13
199871,199198,1507030192663,4,28
199871,64329,1507030222663,4,28
199870,233917,1507029774990,4,21
199870,234000,1507029804990,4,21
199869,145196,1507029750647,4,13
199869,145750,1507029780647,4,13
199868,24764,1507032616256,4,28
199868,162655,1507032718370,4,28
199868,156560,1507032748370,4,28
199867,64329,1507029837835,4,25
199867,272143,1507029867835,4,25
199866,161178,1507030161807,4,20
199866,161169,1507030191807,4,20
199865,272143,1507029718860,4,20
199865,161169,1507029748860,4,20
199864,160417,1507029743564,4,10
199864,50823,1507029836177,4,10
199864,50815,1507029866177,4,10
199863,199197,1507038933968,4,16
199863,284474,1507038963968,4,16
199862,234832,1507030031029,4,21
199862,203218,1507030061029,4,21
199861,348111,1507031325187,4,13
199861,326859,1507031355187,4,13
199860,272143,1507030056305,4,20
199860,336476,1507030086305,4,20
199859,199197,1507049568685,4,25
199859,199418,1507049598685,4,25
199858,156624,1507031581286,4,24
199858,162655,1507031611286,4,24
199857,182513,1507030099028,4,21
199857,336476,1507030153910,4,21
199857,348111,1507030278911,4,21
199857,272143,1507030555433,4,21
199857,199198,1507030647591,4,21
199857,175040,1507030677591,4,21
199856,336476,1507029788279,4,16
199856,348111,1507029818279,4,16
199855,156619,1507051327721,4,25
199855,284547,1507051362888,4,25
199855,271551,1507051392888,4,25
199854,156624,1507029746284,4,25
199854,162765,1507029776284,4,25
199853,162655,1507030116997,4,8
199853,303292,1507030146997,4,8
199852,285648,1507030263115,4,25
199852,285343,1507030293115,4,25
199851,50823,1507030047672,4,21
199851,160417,1507030077672,4,21
199850,284547,1507054597043,4,25
199850,313431,1507055147377,4,25
199850,199197,1507055177377,4,25
199849,336476,1507031679172,4,10
199849,182513,1507031709172,4,10
199848,175040,1507031197263,4,8
199848,272143,1507031320332,4,8
199848,336476,1507031350332,4,8
199847,5408,1507030107673,4,5
199847,50823,1507030137673,4,5
199846,156447,1507029868495,4,25
199846,285343,1507030786452,4,25
199846,166228,1507031410983,4,25
199846,50864,1507031440983,4,25
199845,160417,1507029834572,4,28
199845,272143,1507029864572,4,28
199844,199198,1507030919138,4,25
199844,272143,1507030949138,4,25
199843,182513,1507031585195,4,25
199843,348111,1507031615195,4,25
199842,156624,1507030019029,4,13
199842,182513,1507030049029,4,13
199841,336476,1507029817261,4,25
199841,36605,1507029847261,4,25
199840,107039,1507029754550,4,8
199840,263693,1507029784550,4,8
199839,304424,1507029942819,4,8
199839,304691,1507029972819,4,8
199838,156624,1507029824316,4,21
199838,50823,1507029862760,4,21
199838,272143,1507029892760,4,21
199837,172423,1507030098573,4,14
199837,285343,1507030128573,4,14
199836,199198,1507030062717,4,25
199836,272143,1507030092717,4,25
199835,338350,1507030263437,4,25
199835,74778,1507030389081,4,25
199835,36605,1507030911194,4,25
199835,337746,1507032173191,4,25
199835,334744,1507032203191,4,25
199834,78374,1507029866046,4,25
199834,156560,1507030054920,4,25
199834,272143,1507030084920,4,25
199833,234832,1507029857918,4,21
199833,236593,1507029887918,4,21
199832,174148,1507029932001,4,14
199832,272143,1507029979388,4,14
199832,199198,1507030002133,4,14
199832,199078,1507030014443,4,14
199832,176574,1507030044443,4,14
199831,284474,1507029857246,4,24
199831,160417,1507030304752,4,24
199831,272143,1507030334752,4,24
199830,284901,1507029770940,4,25
199830,213927,1507029800940,4,25
199829,284474,1507031623904,4,13
199829,348111,1507031653904,4,13
199828,107039,1507029974370,4,20
199828,272143,1507030021523,4,20
199828,263964,1507030051523,4,20
199827,233917,1507029911752,4,21
199827,162655,1507029941752,4,21
199826,182513,1507029928977,4,13
199826,199198,1507030093455,4,13
199826,64329,1507030170780,4,13
199826,175040,1507030200780,4,13
199825,156447,1507029935731,4,16
199825,160417,1507030625508,4,16
199825,162300,1507030825485,4,16
199825,158536,1507030855485,4,16
199824,348111,1507037436575,4,13
199824,206168,1507048064109,4,13
199824,140548,1507048094109,4,13
199823,156560,1507029899630,4,26
199823,162655,1507030257490,4,26
199823,156624,1507030287490,4,26
199822,156624,1507029807253,4,24
199822,272143,1507030393796,4,24
199822,166338,1507030991521,4,24
199822,158536,1507031061547,4,24
199822,50823,1507031091547,4,24
199821,156560,1507031335543,4,20
199821,156447,1507031548099,4,20
199821,160417,1507031578099,4,20
199820,336476,1507030089123,4,8
199820,156624,1507030119123,4,8
199819,275154,1507030209631,4,25
199819,298310,1507030239631,4,25
199818,330745,1507030017171,4,10
199818,331587,1507030130679,4,10
199818,156624,1507030243433,4,10
199818,272143,1507030378545,4,10
199818,199198,1507030408545,4,10
199817,156624,1507033281986,4,14
199817,348111,1507034622392,4,14
199817,208322,1507041865792,4,14
199817,199197,1507042134349,4,14
199817,206934,1507042164349,4,14
199816,348111,1507030548367,4,13
199816,156560,1507030578367,4,13
199815,160417,1507030585502,4,21
199815,156624,1507030814828,4,21
199815,162300,1507030844828,4,21
199814,202557,1507030344034,4,25
199814,175040,1507030618339,4,25
199814,182394,1507030648339,4,25
199813,162655,1507030060723,4,21
199813,156624,1507030090723,4,21
199812,158229,1507035738981,4,25
199812,348111,1507036007798,4,25
199812,284474,1507036015617,4,25
199812,337082,1507036708876,4,25
199812,283327,1507036738876,4,25
199811,272143,1507030138780,4,24
199811,100948,1507030168780,4,24
199810,156560,1507029851982,4,4
199810,324823,1507029881982,4,4
199809,156560,1507029801167,4,22
199809,162655,1507029831167,4,22
199808,158536,1507029877918,4,10
199808,5408,1507030118944,4,10
199808,162655,1507030180183,4,10
199808,161858,1507030210183,4,10
199807,64329,1507030376684,4,21
199807,5258,1507030502016,4,21
199807,156560,1507030532016,4,21
199806,182513,1507029839716,4,25
199806,283013,1507034300981,4,25
199806,285343,1507034309415,4,25
199806,284547,1507034339415,4,25
199805,156624,1507047411074,4,24
199805,158536,1507047441074,4,24
199804,156624,1507029899320,4,21
199804,156447,1507029929320,4,21
199803,175040,1507030505850,4,25
199803,199198,1507030535850,4,25
199802,156560,1507029941150,4,25
199802,284591,1507029971150,4,25
199801,272143,1507029954130,4,17
199801,336476,1507029984130,4,17
199800,336476,1507030413280,4,13
199800,283933,1507030443280,4,13
199799,272143,1507029867145,4,20
199799,199198,1507029896034,4,20
199799,32459,1507030067719,4,20
199799,162655,1507030178991,4,20
199799,156560,1507030208991,4,20
199798,118683,1507030035357,4,11
199798,118878,1507031035020,4,11
199798,118948,1507031700256,4,11
199798,118627,1507031730256,4,11
199797,162655,1507029889787,4,25
199797,149623,1507029919787,4,25
199796,156560,1507044918166,4,8
199796,199197,1507044948166,4,8
199795,182513,1507030008067,4,8
199795,178365,1507030038067,4,8
199794,96077,1507029876397,4,9
199794,224171,1507032090636,4,9
199794,132475,1507033781478,4,9
199794,254489,1507034274655,4,9
199794,255530,1507034304655,4,9
199793,336476,1507030163100,4,8
199793,59829,1507030556236,4,8
199793,36605,1507031079144,4,8
199793,175040,1507031480087,4,8
199793,199198,1507031510087,4,8
199792,36605,1507030235655,4,21
199792,272143,1507030265655,4,21
199791,156624,1507029832620,4,16
199791,233917,1507029862620,4,16
199790,336476,1507030195770,4,17
199790,272143,1507030225770,4,17
199789,160417,1507029893454,4,24
199789,156624,1507030010422,4,24
199789,158536,1507030022516,4,24
199789,162765,1507030193810,4,24
199789,336476,1507030223810,4,24
199788,160417,1507030963845,4,22
199788,157332,1507033841277,4,22
199788,272143,1507034198648,4,22
199788,156560,1507034228648,4,22
199787,324823,1507029931086,4,8
199787,156560,1507030797269,4,8
199787,64329,1507031017549,4,8
199787,3241,1507031047549,4,8
199786,166430,1507030325120,4,21
199786,64329,1507030355120,4,21
199785,272143,1507029971077,4,24
199785,64329,1507030001077,4,24
199784,64329,1507032091896,4,5
199784,156560,1507032098430,4,5
199784,160417,1507032128430,4,5
199783,64329,1507031056449,4,9
199783,272143,1507031086449,4,9
199782,236726,1507029871447,4,25
199782,236370,1507029901447,4,25
199781,65373,1507030076561,4,25
199781,65794,1507030106561,4,25
199780,199198,1507030028088,4,16
199780,64329,1507030058088,4,16
199779,62751,1507029957213,4,25
199779,308626,1507029987213,4,25
199778,156624,1507029886903,4,28
199778,336476,1507029916903,4,28
199777,156624,1507029874807,4,21
199777,160417,1507029923847,4,21
199777,159847,1507029953847,4,21
199776,156624,1507029855985,4,2
199776,158229,1507029893107,4,2
199776,162765,1507029923107,4,2
199775,161409,1507034611272,4,8
199775,36605,1507034911577,4,8
199775,141448,1507035684511,4,8
199775,140349,1507035711151,4,8
199775,156560,1507035741151,4,8
199774,156624,1507031745282,4,12
199774,160974,1507031891005,4,12
199774,156447,1507031921005,4,12
199773,284474,1507030009363,4,25
199773,336476,1507030039363,4,25
199772,198659,1507029923148,4,18
199772,272143,1507030110619,4,18
199772,199198,1507030151632,4,18
199772,162655,1507030319403,4,18
199772,199539,1507031371466,4,18
199772,199071,1507031398146,4,18
199772,199310,1507031448220,4,18
199772,156560,1507031478220,4,18
199771,206934,1507054255706,4,9
199771,70646,1507054285706,4,9
199770,156624,1507029869751,4,13
199770,284474,1507029899751,4,13
199769,96077,1507030076476,4,25
199769,272143,1507030193292,4,25
199769,198659,1507030223292,4,25
199768,50823,1507029926256,4,13
199768,182513,1507029956256,4,13
199767,181873,1507030033578,4,15
199767,182628,1507030063578,4,15
199766,272143,1507030011724,4,7
199766,83572,1507030041724,4,7
199765,156624,1507032345775,4,20
199765,233728,1507032731535,4,20
199765,286161,1507032761535,4,20
199764,156560,1507030307185,4,19
199764,166430,1507030337185,4,19
199763,348111,1507030168810,4,13
199763,182513,1507030349108,4,13
199763,336476,1507030379108,4,13
199762,64329,1507031859735,4,28
199762,272143,1507031889735,4,28
199761,156624,1507030278738,4,9
199761,160417,1507030282409,4,9
199761,5408,1507030287786,4,9
199761,162655,1507030293266,4,9
199761,107039,1507030323266,4,9
199760,182513,1507029949775,4,25
199760,336476,1507030099680,4,25
199760,199198,1507031357636,4,25
199760,182394,1507031551425,4,25
199760,3246,1507031734930,4,25
199760,156560,1507031859670,4,25
199760,199855,1507031937264,4,25
199760,272143,1507032992025,4,25
199760,198659,1507033022025,4,25
199759,272143,1507030093878,4,25
199759,156624,1507030123878,4,25
199758,236726,1507029903141,4,21
199758,242485,1507029933141,4,21
199757,156624,1507030352484,4,24
199757,107039,1507030382484,4,24
199756,29840,1507029881568,4,7
199756,69778,1507029911568,4,7
199755,156560,1507029920449,4,6
199755,65373,1507030161186,4,6
199755,235230,1507040943008,4,6
199755,47773,1507041936980,4,6
199755,158192,1507041966980,4,6
199754,353155,1507031199786,4,25
199754,39859,1507031229786,4,25
199753,140324,1507029893303,4,13
199753,141013,1507029923303,4,13
199752,336476,1507030089241,4,25
199752,156624,1507030119241,4,25
199751,8409,1507031637608,4,25
199751,272143,1507032700667,4,25
199751,199198,1507032730667,4,25
199750,36605,1507030062062,4,13
199750,35908,1507030170012,4,13
199750,145472,1507030200012,4,13
199749,74778,1507030586964,4,8
199749,50823,1507030719356,4,8
199749,299697,1507030749356,4,8
199748,156624,1507029915796,4,20
199748,272143,1507030610935,4,20
199748,254489,1507030687681,4,20
199748,220258,1507030800635,4,20
199748,132475,1507030886314,4,20
199748,236726,1507031262478,4,20
199748,199198,1507032653752,4,20
199748,191078,1507033831604,4,20
199748,4967,1507034165635,4,20
199748,300470,1507034195635,4,20
199747,156447,1507029925092,4,7
199747,156560,1507029955092,4,7
199746,336476,1507030000511,4,13
199746,156560,1507030175859,4,13
199746,272143,1507030247461,4,13
199746,64329,1507030277461,4,13
199745,156447,1507030201278,4,16
199745,156560,1507030231278,4,16
199744,272143,1507030370025,4,20
199744,3899,1507030400025,4,20
199743,156624,1507030111585,4,25
199743,348111,1507030141585,4,25
199742,235440,1507077318497,4,6
199742,208199,1507077348497,4,6
199741,156560,1507029944621,4,25
199741,50823,1507030530013,4,25
199741,162655,1507031013741,4,25
199741,157332,1507031043741,4,25
199740,5408,1507030078813,4,21
199740,211766,1507030108813,4,21
199739,336476,1507029999890,4,25
199739,156624,1507030029890,4,25
199738,236726,1507031353504,4,21
199738,272143,1507031383504,4,21
199737,156624,1507029943211,4,20
199737,272143,1507029973211,4,20
199736,286336,1507030039925,4,25
199736,70033,1507030201027,4,25
199736,288841,1507030231027,4,25
199735,175040,1507034256447,4,14
199735,284547,1507034286447,4,14
199734,348111,1507030090521,4,25
199734,285343,1507030120521,4,25
199733,156624,1507029927646,4,25
199733,64329,1507030589224,4,25
199733,175040,1507030619224,4,25
199732,156624,1507029915135,4,6
199732,336476,1507029952285,4,6
199732,284474,1507029982285,4,6
199731,156624,1507029934625,4,5
199731,29945,1507029964625,4,5
199730,64329,1507030168520,4,16
199730,284474,1507030420324,4,16
199730,336476,1507030450324,4,16
199729,199198,1507030187809,4,9
199729,95743,1507030217809,4,9
199728,284547,1507054207182,4,11
199728,199197,1507054323212,4,11
199728,313431,1507054353212,4,11
199727,156624,1507036365396,4,25
199727,64329,1507036787498,4,25
199727,199197,1507036817498,4,25
199726,156560,1507029969605,4,9
199726,71500,1507029999605,4,9
199725,64329,1507030500458,4,21
199725,285648,1507030740494,4,21
199725,272143,1507030870262,4,21
199725,199198,1507030900262,4,21
199724,156624,1507029997752,4,5
199724,160417,1507030000162,4,5
199724,64329,1507033890089,4,5
199724,175040,1507033891090,4,5
199724,272143,1507033894501,4,5
199724,199198,1507033896952,4,5
199724,32459,1507033926952,4,5
199723,97485,1507032478781,4,8
199723,95743,1507032508781,4,8
199722,272143,1507030146643,4,20
199722,199198,1507030176643,4,20
199721,160974,1507029975521,4,25
199721,5408,1507030005521,4,25
199720,199198,1507030404344,4,16
199720,272143,1507030434344,4,16
199719,156624,1507029994822,4,25
199719,158536,1507030120122,4,25
199719,160417,1507031451996,4,25
199719,156447,1507031481996,4,25
199718,64329,1507030120281,4,25
199718,175040,1507030150281,4,25
199717,272143,1507030414841,4,16
199717,162655,1507030444841,4,16
199716,182513,1507029959065,4,25
199716,59829,1507031385947,4,25
199716,64329,1507031418141,4,25
199716,272143,1507031426964,4,25
199716,199198,1507031431953,4,25
199716,182394,1507031461953,4,25
199715,160417,1507029963891,4,10
199715,162655,1507029993891,4,10
199714,160417,1507032175046,4,21
199714,157332,1507032205046,4,21
199713,156560,1507029957823,4,8
199713,96256,1507029987823,4,8
199712,156624,1507029999077,4,9
199712,158229,1507030029077,4,9
199711,73500,1507029945629,4,5
199711,73413,1507029975629,4,5
199710,285343,1507029946220,4,25
199710,272143,1507030024350,4,25
199710,263964,1507030054350,4,25
199709,36605,1507030103807,4,18
199709,225463,1507030530224,4,18
199709,64329,1507031367105,4,18
199709,175040,1507031377471,4,18
199709,272143,1507031382395,4,18
199709,199198,1507031386886,4,18
199709,233917,1507031416886,4,18
199708,285298,1507048564736,4,21
199708,284547,1507048594736,4,21
199707,87188,1507032625853,4,26
199707,106819,1507032655853,4,26
199706,182513,1507030010215,4,25
199706,156624,1507030047966,4,25
199706,156560,1507030077966,4,25
199705,284474,1507030027893,4,25
199705,64329,1507030137725,4,25
199705,175040,1507030144155,4,25
199705,199198,1507030174155,4,25
199704,272143,1507031123487,4,20
199704,199198,1507031153487,4,20
199703,156447,1507030063559,4,21
199703,64329,1507030093559,4,21
199702,235230,1507050149586,4,21
199702,199197,1507050179586,4,21
199701,70594,1507030107613,4,20
199701,156447,1507030137613,4,20
199700,348111,1507033505011,4,25
199700,272143,1507034491175,4,25
199700,156560,1507034521175,4,25
199699,182513,1507030227825,4,16
199699,336476,1507030257825,4,16
199698,348111,1507030150036,4,13
199698,272143,1507030453634,4,13
199698,288778,1507030483634,4,13
199697,5408,1507030000073,4,20
199697,162655,1507030358895,4,20
199697,107039,1507030388895,4,20
199696,156447,1507030232822,4,25
199696,107039,1507030262822,4,25
199695,182513,1507030114276,4,28
199695,336476,1507030126011,4,28
199695,59829,1507030183897,4,28
199695,175040,1507030220218,4,28
199695,272143,1507030229083,4,28
199695,199198,1507030230478,4,28
199695,285343,1507030260478,4,28
199694,182513,1507030348557,4,13
199694,348111,1507030378557,4,13
199693,160417,1507030026888,4,6
199693,70035,1507030056888,4,6
199692,149623,1507030060285,4,11
199692,118753,1507030090285,4,11
